logFC	logCPM	F	PValue	FDR
jcf7180000353139_36901_37300	5.78879542862698	2.49908342664615	211.570387107692	4.05905910729593e-12	1.16262412292545e-06
jcf7180000421264_10401_10800	7.02629639417501	4.11029998380295	184.62450036796	1.43165062564009e-11	2.05031696875106e-06
jcf7180000361180_19101_19200	8.03448049460379	1.8090020091194	188.737712021804	5.31992481494866e-11	5.07923368323767e-06
jcf7180000417472_8201_8700	4.74922030439753	1.82717746979554	153.091312671093	7.62062443798855e-11	5.45688148974936e-06
jcf7180000413629_27101_27400	5.47892204945216	3.70547599158704	137.884755039362	1.95046221980289e-10	6.40171924424616e-06
jcf7180000368049_12201_12500	6.41110412270365	1.86302979225865	135.906887215815	2.18788124188185e-10	6.40171924424616e-06
jcf7180000352207_98901_99400	4.92492003662445	4.92248816622129	131.131179446942	3.03080481076194e-10	6.40171924424616e-06
jcf7180000413498_19801_20400	3.76084370381123	3.77152342208587	129.007796980753	3.45455764762644e-10	6.40171924424616e-06
jcf7180000364906_4101_4300	9.01068559003563	3.41231997612402	149.832345834114	3.57604233916281e-10	6.40171924424616e-06
jcf7180000392864_90801_91000	6.02270320094963	2.27050856475584	117.693407387283	7.75358948318115e-10	1.12036100673734e-05
jcf7180000417320_46501_46700	9.38468101251072	2.32897504505397	135.755094569418	7.91679629554808e-10	1.12036100673734e-05
jcf7180000418044_36501_36700	5.41275399153611	1.51671410687876	116.88917338977	8.21784486486137e-10	1.12036100673734e-05
jcf7180000383044_701_1100	4.86391384927857	2.37270023892688	116.144295194656	8.65283579676741e-10	1.12036100673734e-05
jcf7180000393033_133001_133600	3.84071335906685	3.19764355227962	113.235188232796	1.06919102708298e-09	1.18653534532421e-05
jcf7180000350170_57701_58000	6.95322442432987	3.93798626633053	113.329675509312	1.07315373148754e-09	1.18653534532421e-05
jcf7180000349139_2201_2300	5.89413174304574	2.27201460322613	113.281686589309	1.07706043698497e-09	1.18653534532421e-05
jcf7180000367128_45201_45500	4.18177393537474	2.66328654365818	112.194495675814	1.1633253092929e-09	1.23410288283273e-05
jcf7180000349970_2301_2600	5.05017949284266	4.65975639816222	110.316037021078	1.351748211786e-09	1.29060227561853e-05
jcf7180000350638_21601_22500	6.01200225391831	3.75213240987486	106.470387066328	1.82917365221326e-09	1.46751236541082e-05
